GalID,RAJ2000,DEJ2000,z,X,Y,Z,Grp,Ngal,pred_cc,pred_louvain,pred_leiden,weighted_degree,clustering_coeff
542133,168.65415,28.79923,0.03013,-113.89206535234173,22.852674806985778,63.85865467916368,27852,5.0,1002,1026,274,0.4301684513645047,0.2160057849294678
76525,169.63829,32.17204,0.03434,-125.67049982444544,22.978050559780165,80.36390066149993,27861,2.0,22367,22399,12702,0.14318264654126484,0.0
109321,169.56986,32.17697,0.03415,-124.94668583511569,22.99995590598092,79.93380276846389,27861,2.0,22367,22399,12702,0.14318264654126484,0.0
76529,241.33183,15.89694,0.03804,-77.07180609726193,-140.9603844354067,45.754384074436864,27863,2.0,807,830,830,0.05639266403884387,0.0
244210,241.19202,15.95199,0.03867,-78.66424717594738,-143.0425392439095,46.66201480303864,27863,2.0,787,806,43,0.06199316403293651,0.0
76548,212.50216,54.14106,0.04214,-91.33105836372998,-58.189141799022316,149.8266190423214,27868,3.0,6123,6155,1421,0.1963779603784452,0.0
79958,212.42523,54.23681,0.04232,-91.5832307525245,-58.17707165631401,150.64164048700977,27868,3.0,6123,6155,1421,0.2781583062051161,0.0
395638,212.48424,54.08644,0.04248,-92.20019782156747,-58.70235641785902,150.9190497199828,27868,3.0,6123,6155,1421,0.13855992913560392,0.0
76564,127.4614,48.37432,0.05515,-97.44388222112093,127.1686388380902,180.28579744289576,27872,2.0,22368,22400,3793,0.30001598557903575,0.0439412154075276
549662,127.41178,48.38917,0.05533,-97.61867657368921,127.62553810422895,180.9080270845544,27872,2.0,22368,22400,3793,0.31635458615780365,0.1318236462225828
339050,224.68153,20.19153,0.05963,-173.83607939310258,-171.91425818864857,89.91236853372479,27880,8.0,22369,22401,7058,0.052382761660195974,0.0
416259,224.67155,20.07537,0.0599,-174.77173134795726,-172.77936109432216,89.8155304076687,27880,8.0,22369,22401,7058,0.10670008999498655,0.0
76611,185.76822,3.66589,0.02232,-97.68113666898016,-9.867351723337736,6.290211928130514,27887,2.0,5755,5787,1919,0.4570016703206541,0.05402242182423641
451721,185.89866,3.7682,0.02209,-96.64612468784719,-9.985121005150122,6.3992363838613775,27887,2.0,5755,5787,1919,0.17773418496114302,0.1122027906738293
76626,126.78459,9.88145,0.04733,-122.3361632865861,163.62185293335975,35.587799807131034,27892,3.0,22370,22402,27733,0.0,0.0
76698,126.76607,9.86675,0.04654,-120.2703726370832,160.96736956149837,34.948876762421285,27892,3.0,22371,22403,12703,0.5192817107683252,0.0
492358,126.76874,9.8987,0.0466,-120.4195030628914,161.15130021990632,35.10561525968913,27892,3.0,22371,22403,12703,0.5192817107683252,0.0
76650,167.97563,32.72966,0.0467,-168.37770275592595,35.86464524213469,110.6473981024509,27896,2.0,22372,22404,12704,0.2010642414618159,0.0
297442,167.97972,32.7435,0.04686,-168.92442275305797,35.96849184175469,111.06394294185012,27896,2.0,22372,22404,12704,0.2010642414618159,0.0
76654,258.88606,33.59247,0.03823,-26.954584790985777,-137.21195159905483,92.8792892226572,27899,2.0,11576,11608,863,0.1668309528259872,0.0
191138,258.99191,33.64351,0.03795,-26.491568676156547,-136.1846414688801,92.32883262784709,27899,2.0,11576,11608,863,0.191117994973217,0.0
76676,243.11088,20.07371,0.05456,-101.37154166946168,-199.90829893010866,81.90762691432512,27907,2.0,22373,22405,27734,0.0,0.0
255937,243.00665,20.0336,0.05542,-103.34361760246263,-202.8814783081749,83.02207561411926,27907,2.0,22374,22406,27735,0.0,0.0
76696,252.40922,40.66863,0.03696,-37.21348771781709,-117.37730882171546,105.79573622938328,27915,2.0,22375,22407,27736,0.0,0.0
243062,252.42221,40.64467,0.03727,-37.50947247408604,-118.40406773328247,106.6232689060192,27915,2.0,22376,22408,27737,0.0,0.0
76699,230.57874,29.2191,0.05613,-136.01191826280828,-165.4584082024837,119.7983391206467,27917,4.0,22377,22409,27738,0.0,0.0
308549,230.64332,29.21834,0.05684,-137.52087820537446,-167.67897579379837,121.29003391178432,27917,4.0,22378,22410,12705,0.0727118274372093,0.0
314279,230.54003,29.12821,0.05707,-138.49451985887066,-168.24664228900616,121.43141954342335,27917,4.0,22378,22410,12705,0.0727118274372093,0.0
445215,230.51747,29.20082,0.05651,-137.1226659622137,-166.44647113593743,120.52952277230033,27917,4.0,22379,22411,27739,0.0,0.0
76707,198.62446,49.78517,0.05677,-151.842830870467,-51.1729331942632,189.5117395509773,27919,2.0,22380,22412,12706,0.08339904052969334,0.0
512393,198.62689,49.651,0.05698,-152.81626285838428,-51.50820933402065,189.82601261661446,27919,2.0,22380,22412,12706,0.08339904052969334,0.0
